col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
37,18.89351869694146,48.26120361168864,17.161391638827816,19.283966473083435,17.74039706798144,20.976258381851675,17.793187923175637,17.101422138182244,30.952577050968856,19.05479798471943,24.952406319510068,18.676855545233828,17.708965501524254,16.809336550355635,17.540708912122994,18.45071476355332,16.86419804693191,47.52361668733065,26.622286532964722,18.709231870455547,21.2022127212548,19.06062744656235,25.432383197533337,16.785189233935405,17.945284185566614,17.372588129790635,18.357106163579385,18.500042568906316,22.371530673474695,17.313498732587284
38,17.05955491105596,48.731477818636705,18.86114013657081,18.38356459200502,17.60541810473022,19.274107785895822,17.53296086008148,16.83789161009669,26.593954866700386,18.669522193132238,23.167766815246992,16.94095988503439,18.861784098544742,16.969658801512068,17.70821739344699,17.21365008979244,18.18157976829514,49.001902468904376,24.896153347642823,20.330261789845327,19.636180931921476,18.53855991197331,25.90831808938895,15.998445763125913,16.98984466055218,15.947581481000894,19.92091174956506,19.46281144635401,19.615286931224485,18.18754418322136
39,17.24070749879525,49.43192243029294,19.419679950994173,19.027681325477154,18.82138654600952,18.580616580840537,18.38926420430408,17.548989524541692,23.865286807367635,19.03560548311575,20.92476937906391,18.08986397516319,19.040438152981764,17.541739432960533,14.979298703959799,17.63618593258327,19.550919783463748,48.88763211561344,24.12665114200219,18.340325446277316,18.913869607503152,19.1858132542164,23.986929617843,17.108859329077774,17.407641135390904,15.704573357338736,17.244519888987853,18.409115920366148,20.97468343272737,16.01821686783673
40,17.651145647780563,50.201887571469285,18.548148195890622,17.974287460115757,17.25819570257038,16.382322336025645,17.058428936535254,17.005343628430502,22.128790821001022,17.162213290818084,21.04827578570435,17.302805574096723,18.78974345488085,16.83664158477598,16.26780041134477,18.62637258731451,17.95942137790185,48.918584613276806,24.517713624271686,18.12158893695912,19.01289827431868,18.81681016929404,25.600074835848485,18.561933343575898,19.78705947380647,17.479632460379847,17.18535576989585,19.901618348298122,21.401452131764252,17.01302784686517
41,17.58223914845939,50.858183066189056,18.35805445120584,17.62226862308228,17.202778676687004,17.554087660404537,17.90949450813534,17.064336392714385,20.301275802770014,19.74516576900538,20.79388528388193,18.315604715619294,17.922370870409875,14.692316071485035,17.396306190097242,18.479940994416044,17.351024510981606,48.44592038946365,23.92290819555638,20.262589045215805,19.643876955921378,19.582180263811864,26.330334198149686,17.66008136469397,18.199705678977285,16.133423329084618,18.862026644578556,16.629390995007242,19.809405956632553,18.579246114074234
42,19.19531533879989,50.01215478421126,18.0704559862505,18.59861232885366,16.855600618968026,20.148026562594236,17.668182717287262,17.53234724659999,17.758590407466414,18.122482056172494,18.458655010712054,15.667711370977655,18.489056068497124,17.68319215024431,17.789978525218487,18.024113913911144,18.359745158450025,48.75971707493654,23.880501410220734,19.08378794591108,19.97586187448963,18.079533374846,24.40917750763226,17.118364061464554,17.88554087485198,15.913721995487439,17.365489942358316,16.273352758694603,19.48682247446015,17.82135374777598
43,18.369393479970885,50.67100260890325,19.524086035220854,17.949337976708634,17.02853219587167,19.123456797015493,17.97364511113093,16.626316730774228,17.78341805630791,17.81840784123363,19.448128722734992,17.69460639733372,19.25440581821708,16.728791358900132,18.43263002573623,17.38678063654523,17.727122351944036,46.60497907727065,24.9684056649204,18.140892956997355,18.99422296595675,17.515783230666525,25.067833282613783,17.898074943064913,18.056447231177476,17.113842921956202,16.700384794810354,16.448241521837836,20.45237519597173,17.49296490877471
44,17.946693896289425,50.96467168419889,19.955990719750606,19.11975959251394,17.424397897852195,18.812832909921628,17.04588288413873,15.538052285832993,18.83267614108878,18.834597250880847,18.247289104122387,17.225092224376947,19.004847242382784,17.330794223605672,15.684096625552968,17.52724232671795,16.484980086134783,49.419316687264455,24.413938253800517,18.865996450834277,19.929435212918744,18.501017437478705,25.31345365682547,16.900618395124066,17.081595074642152,16.85570276609746,17.47877566461429,17.962665387549393,20.054872740853725,17.827555457505163
45,17.327240413806965,49.28284140016716,18.745716144729762,19.209160805956817,15.854402900332277,17.638908795728536,17.949357545478318,17.32895764867416,17.82366883633997,18.228947031027342,19.700268636987783,16.44320265066106,17.910790939655495,16.564431772833434,18.173974705315253,19.52578241214735,18.67017884189156,48.38670588279225,25.71267637276804,19.237393582786645,19.856150258487414,19.336555075586315,27.484347587382096,17.241657242963193,17.52444400889607,16.454861277374157,16.253044014452033,17.903921748385777,19.516210640437116,17.672250321993065
46,17.276481652039543,49.23981153495276,18.364456002450847,19.498276514425882,17.087635948296143,17.839042848077014,17.432543542517152,16.32811658555966,17.401619370054622,17.685796036214096,19.8674698057553,17.396701722046547,18.226017644058146,17.61044355019674,16.18199179521268,18.83801907383581,17.674631506809746,48.167187393902275,24.734011420021986,18.92082536883666,19.231099741993496,18.689464246098943,26.16016541267836,16.175123105720502,19.19991283747415,17.861843672296995,17.187868415452613,18.39453875955336,19.698676436232333,17.004253852793873
47,17.552569496499913,49.624229193100454,19.72322392903979,18.35234289747293,17.03716334499702,18.499446353311022,18.475131254567845,15.841413619513379,18.996452109848683,18.120739430843535,20.655466869235507,16.31490923756509,18.00874441075053,16.096702434500678,18.825308540387155,18.32514118095473,17.056996227716404,49.05732765758152,27.018510718076026,19.422215532243005,19.341580881424548,18.30619214638616,24.223994859803632,16.868430110079856,18.76769761870708,16.865860084925544,16.27890704190801,19.077068568684798,18.61999389935658,17.140466195453374
48,18.33694754472104,51.203422722223124,17.541630765801376,16.451684147854728,17.16225910628115,18.233459410964905,17.91161378754684,16.77890741327276,18.04895958746443,16.62364267048291,19.22785272786609,16.916074095553423,18.600968321240497,17.699247059078417,16.87886760515942,17.961294370709368,18.35694482199497,48.054955411243114,26.572386426418827,19.240922743595267,21.17277182650721,18.683067421088072,24.826274600009224,17.49821959271064,17.99821967524309,16.474782598586657,18.20264425329353,17.312914170852757,17.876092108609566,16.678667082159627
49,17.19492298911153,49.9732521286232,18.063399572486727,17.246635222633167,16.883056477498403,17.591058847989615,18.5357262124466,17.85031067289361,18.860691621138304,18.806584708316908,19.59969877939066,17.048570106831697,16.273742565406458,16.872666014289507,16.851130046920037,17.284398162679928,18.669824563695116,48.1440545629329,25.14514134067095,17.13761474528679,19.590760369891104,20.092658706615307,24.380531007607363,16.868466235141344,17.714761282285775,17.86530540358564,17.757124264414692,19.329769676972262,20.141696841928947,17.017622511931595
50,17.14495322334728,51.122722631716066,18.147171551580875,17.704495428037458,17.592684898275945,17.879367945222114,17.481829896316604,16.152809546564583,18.31164269546175,19.039881807084804,18.512248786849238,15.266590188972396,18.655869633197675,16.57719543463102,17.65486912441855,17.79090513890277,17.37311623672847,48.25599507162165,24.84547504357123,16.90878894600972,17.784861394066944,18.6297126303555,24.78224644659386,17.416825909374122,18.308019422616972,16.398946666885017,17.192663583276335,19.491648222427038,18.884167906475813,16.404446006806005
